walk_type	sound_score	meaning_weight	next_sound_score	start	sound_fr	echo_en	echo_fr	trace
sound->meaning->sound	0.726	0.95	1.0	en:went	fr:ouest	en:west	fr:ouest	en:went -> fr:ouest -> en:west -> fr:ouest
sound->meaning->sound	0.94	0.95	0.785	en:bucked	fr:pacte	en:pact	fr:pacte	en:bucked -> fr:pacte -> en:pact -> fr:pacte
sound->meaning->sound	0.94	0.95	0.785	en:rusk	fr:risque	en:risk	fr:risque	en:rusk -> fr:risque -> en:risk -> fr:risque
sound->meaning->sound	0.723	0.95	1.0	en:exception	fr:excepté	en:except	fr:excepte	en:exception -> fr:excepté -> en:except -> fr:excepte
sound->meaning->sound	0.763	0.95	0.958	en:domestic	fr:domestiques	en:domestic	fr:demains tic	en:domestic -> fr:domestiques -> en:domestic -> fr:demains tic
sound->meaning->sound	0.786	0.95	0.934	en:flexible	fr:flexibles	en:flexible	fr:flics belle	en:flexible -> fr:flexibles -> en:flexible -> fr:flics belle
sound->meaning->sound	0.72	0.95	1.0	en:juicy	fr:souci	en:sushi	fr:saoul chie	en:juicy -> fr:souci -> en:sushi -> fr:saoul chie
sound->meaning->sound	0.785	0.95	0.934	en:crack	fr:crack	en:chronic	fr:cran hic	en:crack -> fr:crack -> en:chronic -> fr:cran hic
sound->meaning->sound	0.859	0.95	0.859	en:exploring	fr:explorent	en:exploring	fr:explorent	en:exploring -> fr:explorent -> en:exploring -> fr:explorent
sound->meaning->sound	0.848	0.95	0.87	en:sexed	fr:secte	en:respect	fr:respecte	en:sexed -> fr:secte -> en:respect -> fr:respecte
sound->meaning->sound	0.848	0.95	0.87	en:sext	fr:secte	en:respect	fr:respecte	en:sext -> fr:secte -> en:respect -> fr:respecte
