word	variant	zipf
complexer	complexé	2.52
complexer	complexée	2.42
complexer	complexés	2.10
complexes	complexe	4.66
complexé	complexée	2.42
complexé	complexés	2.10
compresse	compresses	2.72
compresse	compressé	2.68
compresse	compresser	2.50
compresses	compresse	2.73
compris	comprise	3.98
compris	comprises	3.60
comprise	comprises	3.60
comprises	comprise	3.98
comtesse	comtesses	2.07
comtesses	comtesse	3.88
comédies	comédie	4.39
concept	concepts	4.06
concepts	concept	4.68
concède	concèdent	2.41
concède	concèdes	0.00
confesse	confesser	3.23
confesse	confessé	2.84
confesse	confessent	2.16
confesse	confessez	2.03
confesse	confessait	2.00
conique	coniques	2.86
conne	connait	4.38
conne	connes	2.95
conne	conner	2.72
conne	conna	2.44
connecte	connecté	3.85
connecte	connecter	3.81
connecte	connectant	3.00
connecte	connectez	2.83
connecte	connectent	2.75
connecte	connectes	2.35
connecter	connecté	3.85
connecter	connectés	3.82
connecter	connectée	3.60
connecter	connecte	3.44
connecter	connectées	3.28
connecter	connectant	3.00
connecter	connectez	2.83
connecter	connectent	2.75
connecter	connectes	2.35
connectes	connecte	3.44
connecté	connectés	3.82
connecté	connectée	3.60
connecté	connectées	3.28
connerie	conneries	4.43
conneries	connerie	4.14
connes	conne	3.70
connex	connexes	3.36
connex	connexe	2.90
connexe	connexes	3.36
connexes	connexe	2.90
connu	connue	4.52
connu	connus	4.43
connu	connues	4.16
consiste	consistant	3.75
consiste	consistait	3.53
consiste	consistent	3.38
consiste	consisté	3.09
consiste	consister	2.79
consiste	consista	2.15
constance	constances	1.45
constante	constantes	3.44
constate	constater	4.34
constate	constaté	4.15
constate	constatant	3.35
constate	constatent	3.27
constate	constatait	2.74
constate	constatez	2.67
constate	constata	2.53
constate	constates	2.04
constater	constate	4.31
constater	constaté	4.15
constater	constatée	3.47
constater	constatant	3.35
constater	constatés	3.28
constater	constatent	3.27
constater	constatées	3.25
constater	constatons	3.13
constater	constatait	2.74
constater	constatez	2.67
constater	constata	2.53
constater	constaterez	2.37
constaté	constatée	3.47
constaté	constatés	3.28
constaté	constatées	3.25
constructif	constructifs	2.90
consume	consumer	3.12
consume	consumé	2.56
consume	consument	2.11
consume	consumait	2.05
consume	consuma	1.65
consume	consumes	1.25
consume	consumez	1.14
contact	contacts	4.21
contact	contacter	4.19
contact	contacté	3.91
contact	contactez	3.65
contact	contacte	3.63
contact	contactée	3.17
contact	contactés	3.04
contact	contactent	2.67
contact	contactant	2.47
contact	contactes	2.47
contact	contactées	2.29
contact	contactait	1.91
contes	conte	4.19
conteste	contester	3.78
conteste	contesté	3.61
conteste	contestent	3.08
conteste	contestant	2.70
conteste	contestait	2.51
conteste	contestez	2.14
conteste	contestes	1.62
contestes	conteste	3.76
contexte	contextes	3.51
contextes	contexte	4.79
contrôle	contrôler	4.42
contrôle	contrôles	4.11
contrôle	contrôlé	3.81
contrôle	contrôlent	3.55
contrôle	contrôlant	3.10
contrôle	contrôlait	3.03
contrôle	contrôlez	2.84
contrôles	contrôle	5.07
convexe	convexes	2.51
convexes	convexe	3.02
cookie	cookies	3.73
coordonnées	coordonnée	3.19
copie	copies	3.97
copie	copier	3.87
copie	copié	3.49
copie	copiant	2.59
copie	copient	2.55
copie	copiez	2.32
copie	copiait	1.92
copies	copie	4.38
copte	coptes	2.85
coptes	copte	2.87
coq	coqs	3.15
coqs	coq	3.83
coque	coques	3.45
coques	coque	3.97
coquette	coquettes	2.37
coquettes	coquette	3.12
cor	corée	4.41
cor	core	3.47
cor	cora	3.16
cor	cors	3.00
cor	corées	2.44
cor	corons	2.24
cor	cores	2.07
cor	coré	1.98
cor	coras	1.52
corb	corbas	2.07
corba	corbas	2.07
corbeau	corbeaux	3.26
corbie	corbier	2.17
corbier	corbie	2.62
corbière	corbières	2.99
corbières	corbière	2.81
cordage	cordages	2.91
cordages	cordage	2.60
corde	cordes	4.04
corde	corda	2.44
corde	cordé	1.81
corde	corder	1.78
corder	corde	4.11
corder	cordes	4.04
corder	cordons	3.18
corder	cordée	2.80
corder	corda	2.44
corder	cordées	2.21
corder	cordé	1.81
corder	cordés	1.67
cordes	corde	4.11
cordial	cordiale	2.87
cordial	cordiales	2.63
cordiale	cordiales	2.63
cordiales	cordiale	2.87
cordon	cordons	3.18
cordons	cordon	3.80
cordé	cordée	2.80
cordé	cordées	2.21
cordé	cordés	1.67
cordée	cordées	2.21
cordées	cordée	2.80
cordés	cordé	1.81
core	cora	3.16
core	coree	2.42
core	cores	2.07
core	coré	1.98
cores	core	3.47
corine	corina	2.11
corinne	corinna	2.32
cormoran	cormorans	2.22
cormorans	cormoran	2.33
corna	cornas	1.77
corne	corner	3.58
corne	cornes	3.58
corne	corné	2.13
corne	corna	1.22
corne	cornait	0.00
corne	cornent	0.00
corneille	corneilles	2.62
corneilles	corneille	3.50
corner	corne	3.61
corner	cornes	3.58
corner	cornée	2.96
corner	corners	2.75
corner	cornées	2.25
corner	corné	2.13
corner	cornés	1.57
corner	corna	1.22
corner	cornait	0.00
corner	cornaient	0.00
corner	cornent	0.00
corners	corner	3.58
cornes	corne	3.61
cornet	cornets	2.46
cornets	cornet	3.44
cornette	cornettes	1.67
cornettes	cornette	2.53
corniche	corniches	2.62
corniches	corniche	3.27
cornouaille	cornouailles	2.88
cornouailles	cornouaille	2.64
cornu	cornus	2.20
cornu	cornue	2.17
cornu	cornues	1.78
cornue	cornues	1.78
cornues	cornue	2.17
cornus	cornu	2.92
corné	cornée	2.96
corné	cornées	2.25
corné	cornés	1.57
cornée	cornées	2.25
cornées	cornée	2.96
cornés	corné	2.13
corp	corps	5.35
corps	corp	3.47
corre	correa	2.87
corre	corres	2.26
correct	correcte	3.77
correct	corrects	3.17
correct	correctes	3.15
correcte	correctes	3.15
correctes	correcte	3.77
corrective	correctives	2.41
correctives	corrective	2.09
corrects	correct	4.10
correr	corre	2.58
correr	corres	2.26
corres	corre	2.58
corridor	corridors	2.99
corridors	corridor	3.41
cors	corse	4.42
cors	corses	3.60
cors	cor	3.56
cors	corsé	2.80
cors	corsa	2.62
cors	corser	2.40
cors	corsée	2.16
cors	corsent	2.03
cors	corsés	1.95
cors	corsées	1.82
cors	corsait	1.03
corsair	corsaires	3.03
corsair	corsaire	3.02
corsaire	corsaires	3.03
corsaires	corsaire	3.02
corse	corses	3.60
corse	corsé	2.80
corse	corsa	2.62
corse	corser	2.40
corse	corsent	2.03
corse	corsait	1.03
corser	corse	4.42
corser	corses	3.60
corser	corsé	2.80
corser	corsa	2.62
corser	corsée	2.16
corser	corsent	2.03
corser	corsés	1.95
corser	corsées	1.82
corser	corsait	1.03
corses	corse	4.42
corset	corsets	2.48
corset	corsetée	1.69
corset	corseté	1.44
corset	corsetées	0.00
corset	corsetés	0.00
corsets	corset	3.03
corseté	corsetée	1.69
corseté	corsetés	0.00
corseté	corsetées	0.00
corsetée	corsetées	0.00
corsetées	corsetée	1.69
corsetés	corseté	1.44
corso	corsos	1.06
corsos	corso	2.87
corsé	corsée	2.16
corsé	corsés	1.95
corsé	corsées	1.82
corsée	corsées	1.82
corsées	corsée	2.16
corsés	corsé	2.80
cort	corte	3.10
cort	cortez	2.90
cort	cortes	2.44
cort	cortés	2.35
corte	cortex	3.42
corte	cortez	2.90
corte	cortes	2.44
cortes	corte	3.10
cortes	cortese	2.01
corton	cortone	2.12
corts	cort	2.41
corvette	corvettes	2.41
corvettes	corvette	3.09
corvée	corvées	3.06
corvées	corvée	3.27
corée	corées	2.44
cosse	cossé	2.33
cosse	cosses	2.23
cosse	cossent	0.00
cosses	cosse	2.96
costa	costas	2.24
costas	costa	4.03
costaud	costauds	2.84
costaud	costaude	1.78
costaud	costaudes	1.41
costaude	costaudes	1.41
costaudes	costaude	1.78
costauds	costaud	3.38
coste	costa	4.03
coste	costes	2.60
coste	coster	2.37
coster	costa	4.03
coster	coste	2.96
coster	costes	2.60
costes	coste	2.96
costume	costumes	4.01
costume	costumé	2.46
costume	costumer	1.74
costumer	costume	4.20
costumer	costumes	4.01
costumer	costumé	2.46
costumer	costumés	2.43
costumer	costumée	2.23
costumer	costumées	1.82
costumes	costume	4.20
costumé	costumés	2.43
costumé	costumée	2.23
costumé	costumées	1.82
cote	coté	4.40
cote	cotes	3.55
cote	coter	2.87
cote	cota	2.18
cote	cotent	1.72
coterie	coteries	1.70
coteries	coterie	2.14
cotes	cote	4.24
cou	cous	2.84
cou	coué	2.50
couac	couacs	2.52
couacs	couac	2.68
coucou	coucous	2.50
coucous	coucou	4.12
coud	coude	3.89
coud	coudes	3.45
coud	coudées	2.79
coud	coudée	2.32
coud	couds	2.30
coud	coudé	2.26
coud	coudent	0.00
coude	coudes	3.45
coude	coudé	2.26
coude	coudent	0.00
coudes	coude	3.89
couds	coud	2.41
coudé	coudées	2.79
coudé	coudée	2.32
coudée	coudées	2.79
coudées	coudée	2.32
couette	couettes	2.79
couettes	couette	3.50
couille	couilles	4.26
couilles	couille	3.56
couine	couiner	2.38
couine	couinent	1.82
couine	couiné	1.61
couine	couinait	1.13
couine	couines	1.03
couine	couinez	0.00
couiner	couine	2.40
couiner	couinent	1.82
couiner	couiné	1.61
couiner	couinait	1.13
couiner	couines	1.03
couiner	couinez	0.00
couiner	couinaient	0.00
couines	couine	2.40
coulant	coulante	2.03
coulant	coulants	2.01
coule	couler	4.05
coule	coulé	3.69
coule	coulent	3.30
coule	coulant	3.19
coule	coulait	3.05
coule	coula	2.63
coule	coulez	2.13
coule	coules	1.89
couler	coule	4.04
couler	coulé	3.69
couler	coulée	3.36
couler	coulent	3.30
couler	coulant	3.19
couler	coulées	3.12
couler	coulait	3.05
couler	coulés	2.71
couler	coula	2.63
couler	coulera	2.46
couler	coulaient	2.44
couler	coulez	2.13
coules	coule	4.04
coulé	coulée	3.36
coulé	coulées	3.12
coulé	coulés	2.71
coup	coupe	5.09
coup	coups	4.83
coup	couper	4.53
coup	coupé	4.28
coup	coupes	4.14
coup	coupée	3.79
coup	coupés	3.67
coup	coupées	3.53
coup	coupant	3.44
coup	coupez	3.41
coup	coupent	3.36
coup	coupons	3.27
coupant	coupante	2.33
coupant	coupants	2.13
coupant	coupantes	2.12
coupante	coupantes	2.12
coupantes	coupante	2.33
coupants	coupant	3.44
coupe	couper	4.53
coupe	coupé	4.28
coupe	coupes	4.14
coupe	coupant	3.44
coupe	coupez	3.41
coupe	coupent	3.36
coupe	coupait	2.96
coupe	coupa	2.64
couper	coupe	5.09
couper	coupé	4.28
couper	coupes	4.14
couper	coupée	3.79
couper	coupés	3.67
couper	coupées	3.53
couper	coupant	3.44
couper	coupez	3.41
couper	coupent	3.36
couper	coupons	3.27
couper	coupait	2.96
couper	coupa	2.64
coupes	coupe	5.09
coupons	coupon	3.06
coups	coup	5.55
coupé	coupée	3.79
coupé	coupés	3.67
coupé	coupées	3.53
coupée	coupées	3.53
coupées	coupée	3.79
coupés	coupé	4.28
cous	cou	4.41
cous	couse	1.86
cous	cousent	1.71
cous	cousait	1.67
cous	cousaient	0.00
couse	cousent	1.71
couse	cousait	1.67
couteau	couteaux	3.78
couture	coutures	3.04
couture	couturé	1.02
coutures	couture	3.89
cowgirls	cowgirl	2.11
crabb	crabbe	2.15
crabe	crabes	3.27
crabes	crabe	3.40
crache	cracher	3.74
crache	craché	3.29
crache	crachent	3.03
crache	crachant	2.65
crache	crachait	2.55
crache	craches	2.54
crache	crachez	2.39
crache	cracha	2.16
crack	cracker	2.59
crack	cracks	2.47
cracks	crack	3.66
craie	craies	2.44
craies	craie	3.32
cram	cramer	3.44
cram	cramé	3.16
cram	crame	2.90
cram	cramés	2.30
cram	cramée	2.19
cram	crament	1.99
cram	cramées	1.74
cram	cramait	1.44
cram	cramez	1.26
cram	cramaient	0.00
crame	cramer	3.44
crame	cramé	3.16
crame	crament	1.99
crame	cramait	1.44
crame	cramez	1.26
craque	craquer	3.82
craque	craqué	3.62
craque	craquant	2.83
craque	craquent	2.79
craque	craques	2.63
craque	craquez	2.45
craque	craquait	2.16
craques	craque	3.52
crasse	crasses	2.52
crasses	crasse	3.32
creme	cremer	2.11
cresson	cressons	0.00
cressons	cresson	2.84
cret	crete	2.20
crevasse	crevasses	2.67
crevasse	crevassé	1.23
crevasse	crevassent	0.00
crevasse	crevasser	0.00
crevasser	crevasse	2.69
crevasser	crevasses	2.67
crevasser	crevassée	1.57
crevasser	crevassées	1.30
crevasser	crevassé	1.23
crevasser	crevassés	1.11
crevasser	crevassent	0.00
crevasses	crevasse	2.69
crevassé	crevassée	1.57
crevassé	crevassées	1.30
crevassé	crevassés	1.11
cri	crier	4.22
cri	cris	4.19
cri	crie	4.02
cri	crié	3.73
cri	criant	3.73
cri	crient	3.54
cri	criait	3.37
cri	cries	3.07
cri	criaient	3.02
cri	criez	2.92
cri	criée	2.87
cri	cria	2.82
criant	criante	2.59
criant	criantes	2.30
criant	criants	2.26
cric	crics	1.62
crics	cric	2.58
crie	crier	4.22
crie	crié	3.73
crie	criant	3.73
crie	crient	3.54
crie	criait	3.37
crie	cries	3.07
crie	criez	2.92
crie	cria	2.82
crier	crie	4.02
crier	crié	3.73
crier	criant	3.73
crier	crient	3.54
crier	criait	3.37
crier	cries	3.07
crier	criaient	3.02
crier	criez	2.92
crier	criée	2.87
crier	cria	2.82
crier	criera	2.23
crier	crions	2.23
criera	crieras	1.80
cries	crie	4.02
crim	crime	4.64
crim	crimes	4.43
crim	crimée	3.72
crime	crimes	4.43
crimes	crime	4.64
criminels	criminel	4.22
crinoline	crinolines	1.59
crinolines	crinoline	1.98
crip	crips	2.11
crique	criques	2.58
criques	crique	2.98
criquet	criquets	2.72
criquets	criquet	2.63
cris	crise	4.88
cris	cri	4.10
cris	crises	4.08
cris	criss	2.79
cris	criser	2.02
crise	crises	4.08
crise	criser	2.02
criser	crise	4.88
criser	crises	4.08
crises	crise	4.88
crisp	crispé	2.77
crisp	crispe	2.52
crisp	crispée	2.33
crisp	crispés	2.28
crisp	crisper	2.15
crisp	crispa	2.03
crisp	crispent	1.96
crisp	crispées	1.93
crisp	crispait	1.13
crisp	crispes	0.00
crisp	crispai	0.00
crisp	crispaient	0.00
crispe	crispé	2.77
crispe	crisper	2.15
crispe	crispa	2.03
crispe	crispent	1.96
crispe	crispait	1.13
crispe	crispes	0.00
crispes	crispe	2.52
criss	cris	4.19
criss	crisse	2.85
criss	crisser	2.36
criss	crissent	2.12
criss	crissé	2.03
criss	crissait	1.27
criss	crissaient	0.00
crisse	crisser	2.36
crisse	crissent	2.12
crisse	crissé	2.03
crisse	crissait	1.27
crisser	crisse	2.85
crisser	crissent	2.12
crisser	crissé	2.03
crisser	crissait	1.27
crisser	crissaient	0.00
cristine	cristina	3.47
critique	critiques	4.62
critique	critiquer	4.12
critique	critiqué	3.89
critique	critiquent	3.52
critique	critiquant	3.22
critique	critiquait	2.94
critique	critiquez	2.53
critique	critiqua	2.00
critiquer	critique	4.95
critiquer	critiques	4.62
critiquer	critiqué	3.89
critiquer	critiquent	3.52
critiquer	critiquée	3.42
critiquer	critiquant	3.22
critiquer	critiqués	2.96
critiquer	critiquait	2.94
critiquer	critiquées	2.78
critiquer	critiquez	2.53
critiquer	critiquaient	2.52
critiquer	critiqua	2.00
critiques	critique	4.95
critiqué	critiquée	3.42
critiqué	critiqués	2.96
critiqué	critiquées	2.78
crié	criée	2.87
crié	criées	1.96
crié	criés	1.80
criée	criées	1.96
criées	criée	2.87
criés	crié	3.73
cro	cros	3.00
cro	croa	1.78
crofts	croft	2.82
croque	croquer	3.31
croque	croquant	2.85
croque	croqué	2.55
croque	croques	2.11
croque	croquent	1.95
croque	croquez	1.82
croque	croquait	1.72
croques	croque	3.37
cros	cross	3.87
cros	cro	2.95
cross	crosse	3.46
cross	cros	3.00
cross	crosses	2.68
crosse	crosses	2.68
crosses	crosse	3.46
crossover	crossovers	2.08
crossovers	crossover	2.92
croulant	croulants	1.90
croulant	croulante	1.24
croulant	croulantes	0.00
croule	crouler	2.31
croule	croulant	2.29
croule	croulent	2.26
croule	croulait	1.80
croule	croulé	1.57
croule	croula	0.00
crouler	croule	2.77
crouler	croulant	2.29
crouler	croulent	2.26
crouler	croulait	1.80
crouler	croulé	1.57
crouler	croulaient	1.20
crouler	croulera	1.08
crouler	croulerai	0.00
crouler	crouleraient	0.00
crouler	croulés	0.00
crouler	croula	0.00
crouler	croulerait	0.00
croulé	croulée	0.00
croulé	croulés	0.00
croupe	croupes	2.28
croupes	croupe	2.91
croupie	croupier	2.53
croupie	croupies	0.00
croupier	croupiers	2.25
croupier	croupie	1.83
croupier	croupions	1.08
croupier	croupies	0.00
croupiers	croupier	2.53
croupies	croupie	1.83
croupions	croupion	2.59
croûte	croûtes	2.80
croûte	croûter	1.33
croûte	croûté	1.20
croûter	croûte	3.65
croûter	croûtes	2.80
croûter	croûtons	2.57
croûter	croûté	1.20
croûter	croûtées	0.00
croûter	croûtée	0.00
croûtes	croûte	3.65
croûté	croûtée	0.00
croûté	croûtées	0.00
cruel	cruels	3.18
cruels	cruel	3.86
cruz	cruze	2.18
crypte	crypté	2.72
crypte	cryptes	2.36
crypte	crypter	2.30
cryptes	crypte	3.22
crypto	cryptos	2.08
cryptos	crypto	3.20
crâne	crânes	3.22
crâne	crâner	1.81
crâne	crânent	0.00
crâne	crânait	0.00
crâne	crâné	0.00
crâne	crânez	0.00
crâner	crâne	4.20
crâner	crânes	3.22
crâner	crânent	0.00
crâner	crânait	0.00
crâner	crâné	0.00
crâner	crânez	0.00
crânes	crâne	4.20
crèche	crèches	3.30
crèche	crèchent	1.11
crèches	crèche	3.64
crème	crèmes	3.20
crèmes	crème	4.39
crédit	crédits	4.25
crédit	crédité	3.22
crédit	créditée	2.65
crédit	créditer	2.60
crédit	crédités	2.58
crédit	crédite	2.41
crédit	créditées	2.00
crédit	créditent	1.84
crédit	créditez	1.33
crée	créer	4.97
crée	créé	4.82
crée	créant	4.00
crée	créent	3.95
crée	créa	3.57
crée	créez	3.23
crée	crées	3.15
crée	créait	3.11
créole	créoles	2.97
créoles	créole	3.51
crépi	crépis	2.01
crépi	crépie	1.27
crépi	crépies	1.01
crépie	crépies	1.01
crépies	crépie	1.27
crépis	crépi	2.38
crêpe	crêpes	3.62
crêpe	crêper	1.75
crêpe	crêpé	1.28
crêpe	crêpait	0.00
crêpes	crêpe	3.33
crête	crêtes	3.21
crête	crêté	1.43
crêtes	crête	3.66
crêté	crêtées	0.00
crêté	crêtée	0.00
crêté	crêtés	0.00
css	cs	3.73
css	csss	2.37
csss	css	3.37
cupcake	cupcakes	2.91
cupcakes	cupcake	2.67
curie	curia	2.10
cuvette	cuvettes	2.45
cuvettes	cuvette	3.35
cycliste	cyclistes	3.81
cyclistes	cycliste	3.95
cède	cèdent	3.13
céder	cédé	3.79
céder	cédant	3.21
céder	cédée	3.03
céder	cédés	2.96
céder	cédées	2.85
céder	céda	2.84
céder	cédait	2.80
céder	cédera	2.75
céder	cédez	2.68
céder	céderai	2.39
céder	cédons	2.30
céder	céderait	2.29
cégep	cégeps	2.87
cégeps	cégep	3.64
céleste	célestes	3.28
célestes	céleste	3.85
célèbre	célèbres	4.10
célèbre	célèbrent	3.24
célébré	célébrée	3.41
célébré	célébrées	2.99
célébré	célébrés	2.87
cône	cônes	3.13
cônes	cône	3.46
côte	côté	5.50
côte	côtes	4.36
côtes	côte	4.81
côté	côtés	4.75
d	de	7.68
d	des	7.15
d	der	4.29
d	da	4.27
d	dons	4.27
d	dent	4.07
d	dés	4.05
d	dé	3.95
d	ds	3.94
d	das	3.62
d	dai	2.95
d	dx	2.81
dague	dagues	2.36
dagues	dague	2.99
dai	dais	2.62
dai	daix	2.07
dali	dalia	2.57
dalle	dalles	3.37
dalle	dalla	2.53
dalle	daller	2.32
dalle	dallé	1.97
daller	dalle	3.98
daller	dalles	3.37
daller	dalla	2.53
daller	dallé	1.97
daller	dallée	1.83
daller	dallées	1.46
daller	dallés	1.07
dalles	dalle	3.98
dam	dame	4.82
dam	dames	4.26
dam	damas	3.81
dam	dama	2.37
dam	dams	2.36
dam	damer	2.30
dam	damé	1.99
dam	damée	1.70
dam	damées	1.53
dam	damez	1.02
dam	dament	0.00
dame	dames	4.26
dame	dama	2.37
dame	damer	2.30
dame	damé	1.99
dame	damez	1.02
dame	dament	0.00
dames	dame	4.82
damne	damné	2.75
damne	damner	2.32
damne	damnez	0.00
damne	damnent	0.00
dams	dam	3.52
dan	dans	6.91
dan	dana	3.45
dan	dane	2.80
dan	danes	2.35
dane	dana	3.45
dane	danes	2.35
danes	dane	2.80
dani	danis	2.25
dani	dania	2.05
dani	danie	2.02
danie	dania	2.05
danis	dani	3.33
dans	danse	4.70
dans	dan	4.27
dans	danser	4.22
dans	danses	3.80
dans	dansant	3.37
dans	dansent	3.34
dans	dansé	3.33
dans	dansait	3.00
dans	dansez	2.79
dans	dansaient	2.74
dans	dansée	2.41
dans	dansons	2.26
danseuses	danseuse	3.72
darc	darce	0.00
date	dates	4.33
date	data	4.02
date	datant	3.97
date	daté	3.71
date	datent	3.63
date	dater	3.41
date	datait	3.06
date	datez	1.61
dates	date	5.15
dauphine	dauphiné	3.51
dauphine	dauphines	2.17
dauphines	dauphine	3.42
davi	davis	4.02
davi	davies	3.15
davi	davie	2.58
davie	davies	3.15
davies	davie	2.58
daylights	daylight	2.07
de	des	7.15
de	der	4.29
de	da	4.27
de	dent	4.07
de	dé	3.95
de	dee	3.33
de	dea	3.33
de	dex	2.74
de	deer	2.61
de	dez	2.59
dealer	dealers	3.38
dealer	dealent	2.09
dealer	deale	1.82
dealer	dealait	1.60
dealer	dealé	1.49
dealer	dealaient	0.00
dealer	dealez	0.00
dealer	deales	0.00
deb	debs	2.03
debs	deb	2.84
dec	deces	2.47
deg	degas	2.82
degrés	degré	4.44
del	dela	3.33
del	dels	2.33
del	delai	2.25
del	dele	2.21
dele	dela	3.33
deli	delia	2.90
delle	della	3.54
deller	della	3.54
deller	delle	3.11
delma	delmas	3.18
delphin	delphine	3.55
dels	del	4.29
delta	deltas	2.18
deltas	delta	3.80
dem	demons	2.62
dem	dems	2.08
demi	demie	4.02
demi	demis	2.91
demi	demies	2.76
demie	demies	2.76
demies	demie	4.02
demis	demi	5.05
dems	dem	3.47
den	dena	2.12
den	dens	2.07
deni	denis	4.58
deni	denier	2.94
denis	denise	3.66
denis	deni	2.30
dens	dense	3.89
dens	den	3.79
dens	denses	3.39
dense	denses	3.39
denses	dense	3.89
der	de	7.68
der	des	7.15
der	da	4.27
der	dons	4.27
der	dent	4.07
der	dés	4.05
der	dé	3.95
der	dai	2.95
der	dez	2.59
der	ders	2.12
der	dera	2.01
derechos	derecho	2.09
derrick	derricks	1.68
derricks	derrick	3.20
ders	der	4.29
des	de	7.68
des	dess	2.91
des	desai	2.02
desc	descent	2.39
descent	descente	4.20
descent	descentes	3.18
descriptive	descriptives	2.48
design	designer	3.72
design	designs	2.79
design	designe	2.17
design	designé	2.16
designs	design	4.33
despote	despotes	2.37
despotes	despote	2.86
destin	destiné	4.41
destin	destinée	4.34
destin	destinés	4.18
destin	destinées	4.09
destin	destins	3.30
destin	destine	3.00
destin	destinait	2.63
destin	destiner	2.43
destin	destinent	2.34
destin	destinant	2.08
destin	destinaient	1.80
destin	destines	1.80
destine	destiné	4.41
destine	destinait	2.63
destine	destiner	2.43
destine	destinent	2.34
destine	destinant	2.08
destine	destines	1.80
destine	destinez	1.71
destiner	destiné	4.41
destiner	destinée	4.34
destiner	destinés	4.18
destiner	destinées	4.09
destiner	destine	3.00
destiner	destinait	2.63
destiner	destinent	2.34
destiner	destinant	2.08
destiner	destinaient	1.80
destiner	destines	1.80
destiner	destinez	1.71
destines	destine	3.00
destins	destin	4.36
destiné	destinée	4.34
destiné	destinés	4.18
destiné	destinées	4.09
destinée	destinées	4.09
destinées	destinée	4.34
destinés	destiné	4.41
dett	dette	4.52
dett	dettes	4.14
dette	dettes	4.14
dettes	dette	4.52
deutsch	deutsche	3.62
deutsch	deutscher	2.29
deutsch	deutsches	2.17
deutsche	deutscher	2.29
deutsche	deutsches	2.17
deutsches	deutsche	3.62
dev	devant	5.49
dev	devait	4.98
dev	devons	4.55
dev	devez	4.50
dev	devaient	4.38
dev	devs	2.61
dev	deva	2.58
dev	deve	2.26
deve	devant	5.49
deve	devait	4.98
deve	devez	4.50
deve	deva	2.58
devi	devient	5.08
devi	devis	3.59
devi	devions	3.43
devi	deviez	3.14
devi	devie	2.12
devie	devient	5.08
devie	deviez	3.14
devis	devise	3.97
devis	devises	3.60
devis	devi	2.54
devis	deviser	1.92
devis	devisent	1.55
devis	devisé	1.49
devis	devisaient	1.07
devis	devisait	1.01
devs	dev	3.49
dfs	df	2.84
dg	dga	2.73
dg	dge	2.65
dg	dgs	2.47
dhimmi	dhimmis	2.00
dhimmis	dhimmi	2.02
di	dis	5.49
di	dix	5.15
di	die	4.14
di	dia	3.32
di	dies	2.92
di	dias	2.88
di	dié	2.79
di	diez	2.66
di	dier	2.01
dialecte	dialectes	3.29
dialectes	dialecte	3.42
diamondback	diamondbacks	2.33
dico	dicos	1.80
dicos	dico	3.06
dict	dictée	3.33
dict	dicter	3.32
dict	dicte	3.29
dict	dicté	3.10
dict	dictées	2.96
dict	dictent	2.69
dict	dictons	2.63
dict	dictés	2.50
dict	dictait	2.20
dict	dictant	2.16
dict	dicta	2.01
dict	dictes	1.81
dicte	dicter	3.32
dicte	dicté	3.10
dicte	dictent	2.69
dicte	dictait	2.20
dicte	dictant	2.16
dicte	dicta	2.01
dicte	dictes	1.81
dicte	dictez	1.60
dictes	dicte	3.29
didi	didier	4.19
digest	digeste	2.68
digest	digests	0.00
digests	digest	2.68
digue	digues	3.16
digues	digue	3.39
dima	dimas	2.05
dimas	dima	2.48
dimitri	dimitris	2.34
dimitris	dimitri	3.56
dinde	dindes	2.72
dino	dinos	2.55
dinos	dino	3.14
diocèses	diocèse	3.94
diplomate	diplomates	3.44
diplôme	diplômé	3.91
diplôme	diplômes	3.86
dire	dirait	4.89
dire	dira	4.30
dire	dires	3.66
dire	direz	3.57
dire	dirent	3.02
direct	directe	4.41
direct	directs	3.88
direct	directes	3.73
direct	directx	2.12
directe	directes	3.73
directes	directe	4.41
directive	directives	3.74
directives	directive	3.92
directo	directos	1.34
directos	directo	1.59
directs	direct	4.82
dires	dire	5.96
dis	disent	4.91
dis	disait	4.79
dis	disant	4.72
dis	di	4.56
dis	disons	4.41
dis	dise	4.34
dis	disaient	3.99
dis	dises	3.32
dis	diss	2.61
dis	disa	2.05
discothèque	discothèques	2.72
discothèques	discothèque	3.28
dise	disent	4.91
dise	disait	4.79
dise	disant	4.72
dise	dises	3.32
dise	disa	2.05
dises	dise	4.34
disputes	dispute	4.11
disque	disques	4.11
disques	disque	4.48
disquette	disquettes	2.77
disquettes	disquette	2.98
dist	distant	3.48
distillerie	distilleries	2.64
distinctive	distinctives	2.34
district	districts	3.56
districts	district	4.15
dit	dites	4.77
dit	dite	4.44
dit	dits	4.09
dit	dita	2.30
dite	dites	4.77
dite	dita	2.30
dites	dite	4.44
dits	dit	6.00
diva	divas	2.63
divas	diva	3.36
divise	divisé	3.99
divise	diviser	3.83
divise	divisent	3.21
divise	divisant	3.03
divise	divisez	2.48
divise	divisa	2.48
divise	divisait	2.44
divise	divises	2.03
divises	divise	3.82
dizaines	dizaine	4.36
djihad	djihads	0.00
djinn	djinns	2.47
djinns	djinn	2.64
dl	dla	3.09
dl	dle	2.00
dm	dms	2.42
dm	dma	2.39
dm	dmx	2.38
dm	dme	2.27
dms	dm	3.39
dns	dn	2.90
do	dos	4.94
do	does	3.02
do	doe	2.83
do	doa	2.06
docte	doctes	2.01
doctrinaire	doctrinaires	2.14
doctrinaires	doctrinaire	2.06
doctrine	doctrines	3.25
doctrines	doctrine	4.03
