word	variant	zipf
cruelest	crueler	1.84
cruelest	cruellest	1.83
cruelest	crueller	1.42
crueller	cruel	4.12
crueller	cruelest	2.37
crueller	crueler	1.84
crueller	cruellest	1.83
cruellest	cruel	4.12
cruellest	cruelest	2.37
cruellest	crueler	1.84
cruellest	crueller	1.42
crunch	crunching	3.15
crunch	crunches	2.75
crunch	crunched	2.57
cry	crying	4.56
cry	cried	4.19
cry	cries	3.93
crying	cry	4.59
crying	cried	4.19
crying	cries	3.93
crypt	crypts	2.47
crypts	crypt	3.10
crystal	crystals	3.78
crystals	crystal	4.40
cuckoo	cuckoos	2.23
cuckoo	cuckooed	0.00
cuckoo	cuckooing	0.00
cuckooed	cuckoo	3.14
cuckooed	cuckoos	2.23
cuckooed	cuckooing	0.00
cuckooing	cuckoo	3.14
cuckooing	cuckoos	2.23
cuckooing	cuckooed	0.00
cuckoos	cuckoo	3.14
cuckoos	cuckooing	0.00
cuckoos	cuckooed	0.00
cue	cues	3.53
cue	cued	2.33
cue	cueing	2.10
cue	cuing	1.67
cued	cue	3.75
cued	cues	3.53
cued	cueing	2.10
cued	cuing	1.67
cueing	cue	3.75
cueing	cues	3.53
cueing	cued	2.33
cueing	cuing	1.67
cueing	cueings	0.00
cues	cue	3.75
cues	cued	2.33
cues	cueing	2.10
cues	cuing	1.67
cuing	cue	3.75
cuing	cues	3.53
cuing	cued	2.33
cuing	cueing	2.10
cuing	cuings	0.00
culture	cultures	4.20
culture	cultured	3.30
culture	culturing	2.21
cup	cups	4.11
cup	cupping	2.60
cup	cupped	2.49
cupcake	cupcakes	3.41
cupcakes	cupcake	3.35
cupped	cup	5.11
cupped	cups	4.11
cupped	cupping	2.60
curse	cursed	3.77
curse	cursing	3.31
curse	curses	3.23
cursed	curse	4.07
cursed	cursing	3.31
cursed	curses	3.23
custom	customs	4.19
customer	customers	4.78
cutter	cutters	3.28
cypress	cypresses	1.96
cypresses	cypress	3.25
cyst	cysts	2.91
daddy	daddies	2.88
daisies	daisy	3.78
daisy	daisies	2.90
dale	dales	2.82
dales	dale	3.98
dam	dams	3.52
dam	dammed	2.50
dam	damming	2.32
dame	dames	2.97
dames	dame	3.96
damn	damned	3.87
damn	damning	3.20
damn	damns	2.00
damned	damn	5.09
damned	damning	3.20
damned	damnedest	2.22
damned	damns	2.00
damned	damndest	1.84
damned	damneder	0.00
damneder	damned	3.87
damneder	damnedest	2.22
damneder	damndest	1.84
dance	dancing	4.50
dance	dances	3.79
dance	danced	3.68
dancer	dancers	3.90
dancers	dancer	3.99
dances	dance	4.93
dances	dancing	4.50
dances	danced	3.68
dancing	dance	4.93
dancing	dances	3.79
dancing	danced	3.68
danger	dangers	3.89
daughter	daughters	4.28
daughters	daughter	5.07
dawn	dawned	3.03
dawn	dawning	2.79
dawn	dawns	2.64
dawned	dawn	4.27
dawned	dawning	2.79
dawned	dawns	2.64
dawning	dawn	4.27
dawning	dawned	3.03
dawning	dawns	2.64
dawns	dawn	4.27
dawns	dawned	3.03
dawns	dawning	2.79
day	days	5.61
daylight	daylights	2.39
daylight	daylighting	1.90
daylight	daylighted	0.00
daylight	daylit	0.00
daylighted	daylight	3.84
daylighted	daylights	2.39
daylighted	daylighting	1.90
daylighted	daylit	0.00
daylighting	daylight	3.84
daylighting	daylights	2.39
daylighting	daylighted	0.00
daylighting	daylit	0.00
daylights	daylight	3.84
daylights	daylighting	1.90
daylights	daylighted	0.00
daylights	daylit	0.00
daylit	daylight	3.84
daylit	daylights	2.39
daylit	daylighting	1.90
daylit	daylighted	0.00
days	day	5.95
deacon	deacons	2.82
dead	deader	1.99
dead	deadest	1.53
deader	dead	5.19
deader	deadest	1.53
deadlier	deadly	4.16
deadlier	deadliest	3.31
deadliest	deadly	4.16
deadliest	deadlier	2.40
deadly	deadliest	3.31
deadly	deadlier	2.40
deal	dealing	4.60
deal	deals	4.59
deal	dealt	4.20
dealer	dealers	4.01
dealers	dealer	4.19
dealt	deal	5.32
dealt	dealing	4.60
dealt	deals	4.59
dean	deans	3.06
dean	deaned	0.00
dean	deaning	0.00
deaned	dean	4.40
deaned	deans	3.06
deaned	deaning	0.00
deaning	dean	4.40
deaning	deans	3.06
deaning	deaned	0.00
deans	dean	4.40
deans	deaned	0.00
deans	deaning	0.00
dear	dearest	3.42
dear	dears	2.44
dear	dearer	2.38
dearer	dear	4.77
dearer	dearest	3.42
dearer	dears	2.44
dears	dear	4.77
dears	dearest	3.42
dears	dearer	2.38
deb	debs	2.75
debating	debate	4.64
debating	debates	3.98
debating	debated	3.60
debs	deb	3.23
debt	debts	3.99
debtor	debtors	2.95
debtors	debtor	3.08
debts	debt	4.69
debut	debuted	3.53
debut	debuts	3.39
debut	debuting	2.98
debuted	debut	4.52
debuted	debuts	3.39
debuted	debuting	2.98
debuts	debut	4.52
debuts	debuted	3.53
debuts	debuting	2.98
decease	deceased	3.96
decease	deceases	1.17
decease	deceasing	0.00
deceive	deceived	3.39
deceive	deceiving	3.17
deceive	deceives	2.35
deciding	decided	5.09
deciding	decide	4.78
deciding	decides	4.16
declare	declared	4.55
declare	declaring	3.82
declare	declares	3.71
declared	declare	4.05
declared	declaring	3.82
declared	declares	3.71
declares	declared	4.55
declares	declare	4.05
declares	declaring	3.82
declaring	declared	4.55
declaring	declare	4.05
declaring	declares	3.71
decrease	decreased	4.00
decrease	decreasing	3.68
decrease	decreases	3.63
decreased	decrease	4.17
decreased	decreasing	3.68
decreased	decreases	3.63
decreases	decrease	4.17
decreases	decreased	4.00
decreases	decreasing	3.68
decreasing	decrease	4.17
decreasing	decreased	4.00
decreasing	decreases	3.63
deed	deeds	3.79
deeds	deed	3.75
deem	deemed	4.19
deem	deems	3.10
deem	deeming	2.64
deemed	deem	3.34
deemed	deems	3.10
deemed	deeming	2.64
deeming	deemed	4.19
deeming	deem	3.34
deeming	deems	3.10
deems	deemed	4.19
deems	deem	3.34
deems	deeming	2.64
default	defaults	3.17
default	defaulted	2.88
default	defaulting	2.73
defeat	defeated	4.17
defeat	defeats	3.71
defeat	defeating	3.65
defeated	defeat	4.51
defeated	defeats	3.71
defeated	defeating	3.65
defect	defects	3.77
defect	defected	3.03
defect	defecting	2.48
defected	defects	3.77
defected	defect	3.68
defected	defecting	2.48
defecting	defects	3.77
defecting	defect	3.68
defecting	defected	3.03
defects	defect	3.68
defects	defected	3.03
defects	defecting	2.48
defended	defend	4.47
defended	defending	4.33
defended	defends	3.52
defender	defenders	3.95
defending	defend	4.47
defending	defended	4.00
defending	defends	3.52
deleted	delete	4.22
deleted	deleting	3.51
deleted	deletes	2.95
deli	delis	2.11
delis	deli	3.35
deliveries	delivery	4.59
dell	dells	2.37
dells	dell	3.67
delta	deltas	2.50
deltas	delta	4.12
dementia	dementias	1.97
den	dens	2.85
den	denning	2.69
den	denned	0.00
denied	deny	4.34
denied	denying	3.95
denied	denies	3.73
denned	den	4.01
denned	dens	2.85
denned	denning	2.69
denning	den	4.01
denning	dens	2.85
denning	denned	0.00
dens	den	4.01
dens	denning	2.69
dens	dentes	1.20
dens	denned	0.00
density	densities	3.08
dentes	dens	2.85
dentist	dentists	3.32
depending	depends	4.53
depending	depend	4.20
depending	depended	3.44
deport	deported	3.64
deport	deporting	2.74
deport	deports	1.75
depressive	depressives	1.63
depressives	depressive	3.30
derrick	derricks	2.04
derrick	derricked	0.00
derrick	derricking	0.00
derricked	derrick	3.49
derricked	derricks	2.04
derricked	derricking	0.00
derricking	derrick	3.49
derricking	derricks	2.04
derricking	derricked	0.00
derricks	derrick	3.49
derricks	derricked	0.00
derricks	derricking	0.00
descend	descended	3.74
descend	descending	3.51
descend	descends	3.16
descended	descend	3.51
descended	descending	3.51
descended	descends	3.16
descent	descents	2.44
descent	descenting	0.00
descent	descented	0.00
describe	described	5.00
describe	describes	4.40
describe	describing	4.23
described	describe	4.56
described	describes	4.40
described	describing	4.23
describes	described	5.00
describes	describe	4.56
describes	describing	4.23
describing	described	5.00
describing	describe	4.56
describing	describes	4.40
desert	deserted	3.64
desert	deserts	3.32
desert	deserting	2.64
deserts	desert	4.40
deserts	deserted	3.64
deserts	deserting	2.64
design	designed	4.96
design	designs	4.38
design	designing	3.89
designed	design	5.17
designed	designs	4.38
designed	designing	3.89
designer	designers	4.05
designers	designer	4.42
designing	design	5.17
designing	designed	4.96
designing	designs	4.38
designs	design	5.17
designs	designed	4.96
designs	designing	3.89
desire	desired	4.16
desire	desires	4.01
desire	desiring	2.91
desired	desire	4.61
desired	desires	4.01
desired	desiring	2.91
desires	desire	4.61
desires	desired	4.16
desires	desiring	2.91
desist	desisted	1.54
desist	desists	1.28
desist	desisting	1.01
destination	destinations	3.83
destinations	destination	4.24
destine	destined	3.79
destine	destines	1.15
destine	destining	0.00
destined	destine	1.72
destined	destines	1.15
destined	destining	0.00
destines	destined	3.79
destines	destine	1.72
destines	destining	0.00
destining	destined	3.79
destining	destine	1.72
destining	destines	1.15
destroyed	destroy	4.52
destroyed	destroying	4.09
destroyed	destroys	3.67
destroys	destroyed	4.61
destroys	destroy	4.52
destroys	destroying	4.09
detail	details	4.91
detail	detailed	4.51
detail	detailing	3.62
detailed	details	4.91
detailed	detail	4.57
detailed	detailing	3.62
detect	detected	4.06
detect	detecting	3.52
detect	detects	3.10
detected	detect	4.05
detected	detecting	3.52
detected	detects	3.10
detecting	detected	4.06
detecting	detect	4.05
detecting	detects	3.10
detective	detectives	3.67
detects	detected	4.06
detects	detect	4.05
detects	detecting	3.52
detention	detentions	2.50
detest	detested	2.56
detest	detests	2.23
detest	detesting	1.43
detests	detest	2.87
detests	detested	2.56
detests	detesting	1.43
detour	detours	2.64
detour	detoured	2.03
detour	detouring	1.56
deuce	deuces	2.39
deuces	deuce	2.94
devil	devils	3.79
devil	deviled	2.36
devil	devilled	1.54
devil	deviling	0.00
devil	devilling	0.00
deviled	devil	4.30
deviled	devils	3.79
deviled	devilled	1.54
deviled	deviling	0.00
deviled	devilling	0.00
deviling	devil	4.30
deviling	devils	3.79
deviling	deviled	2.36
deviling	devilled	1.54
deviling	devilling	0.00
devilled	devil	4.30
devilled	devils	3.79
devilled	deviled	2.36
devilled	deviling	0.00
devilled	devilling	0.00
devils	devil	4.30
devils	deviled	2.36
devils	devilled	1.54
devils	deviling	0.00
devils	devilling	0.00
devoted	devote	3.53
devoted	devoting	2.96
devoted	devotes	2.78
dexter	dexters	1.52
dexterities	dexterity	3.07
dexterity	dexterities	0.00
dexters	dexter	3.60
dial	dialing	3.06
dial	dialed	3.01
dial	dials	3.00
dial	dialling	2.45
dial	dialled	2.39
dialect	dialects	3.26
dialed	dial	3.93
dialed	dialing	3.06
dialed	dials	3.00
dialed	dialling	2.45
dialed	dialled	2.39
dialing	dial	3.93
dialing	dialed	3.01
dialing	dials	3.00
dialing	dialling	2.45
dialing	dialled	2.39
dialled	dial	3.93
dialled	dialing	3.06
dialled	dialed	3.01
dialled	dials	3.00
dialled	dialling	2.45
dialling	dial	3.93
dialling	dialing	3.06
dialling	dialed	3.01
dialling	dials	3.00
dialling	dialled	2.39
dials	dial	3.93
dials	dialing	3.06
dials	dialed	3.01
dials	dialling	2.45
dials	dialled	2.39
did	do	6.35
did	does	5.74
did	doing	5.60
did	done	5.58
diesel	diesels	2.62
differs	differ	4.03
differs	differing	3.61
differs	differed	3.28
dig	digging	3.99
dig	dug	3.86
dig	digs	3.38
digest	digested	3.01
digest	digesting	2.75
digest	digests	2.37
digested	digest	3.71
digested	digesting	2.75
digested	digests	2.37
digesting	digest	3.71
digesting	digested	3.01
digesting	digests	2.37
digests	digest	3.71
digests	digested	3.01
digests	digesting	2.75
digit	digits	3.66
dignity	dignities	2.06
dillies	dilly	2.64
dilly	dillies	0.00
dime	dimes	2.93
dimes	dime	3.66
diploma	diplomas	3.01
diploma	diplomata	0.00
diplomas	diploma	3.76
diplomas	diplomata	0.00
diplomat	diplomats	3.53
direct	directed	4.60
direct	directing	3.90
direct	directs	3.58
directed	direct	4.91
directed	directing	3.90
directed	directs	3.58
directing	direct	4.91
directing	directed	4.60
directing	directs	3.58
directive	directives	3.21
directives	directive	3.71
director	directors	4.45
directors	director	5.15
directs	direct	4.91
directs	directed	4.60
directs	directing	3.90
dis	dissing	2.59
dis	dissed	2.41
dis	dises	0.00
disagree	disagreed	3.49
disagree	disagrees	3.25
disagree	disagreeing	2.90
disagreed	disagree	4.09
disagreed	disagrees	3.25
disagreed	disagreeing	2.90
disagreeing	disagree	4.09
disagreeing	disagreed	3.49
disagreeing	disagrees	3.25
disagrees	disagree	4.09
disagrees	disagreed	3.49
disagrees	disagreeing	2.90
disaster	disasters	3.76
disc	discs	3.60
disc	discing	0.00
disc	disced	0.00
disced	disc	4.13
disced	discs	3.60
disced	discing	0.00
discing	disc	4.13
discing	discs	3.60
discing	disced	0.00
discotheque	discotheques	1.60
discotheques	discotheque	2.11
discount	discounts	3.79
discount	discounted	3.58
discount	discounting	3.00
discounted	discount	4.35
discounted	discounts	3.79
discounted	discounting	3.00
discounting	discount	4.35
discounting	discounts	3.79
discounting	discounted	3.58
discourse	discourses	2.97
discourse	discoursing	1.36
discourse	discoursed	1.36
discovering	discovered	4.74
discovering	discover	4.39
discovering	discovers	3.62
discovery	discoveries	3.73
discs	disc	4.13
discs	discing	0.00
discs	disced	0.00
discussed	discuss	4.66
discussed	discussing	4.23
discussed	discusses	3.93
discussing	discuss	4.66
discussing	discussed	4.45
discussing	discusses	3.93
disease	diseases	4.36
diseases	disease	4.90
disgrace	disgraced	3.17
disgrace	disgracing	2.01
disgrace	disgraces	1.95
disgraced	disgrace	3.73
disgraced	disgracing	2.01
disgraced	disgraces	1.95
disgraces	disgrace	3.73
disgraces	disgraced	3.17
disgraces	disgracing	2.01
disgracing	disgrace	3.73
disgracing	disgraced	3.17
disgracing	disgraces	1.95
disgusting	disgust	3.61
disgusting	disgusted	3.57
disgusting	disgusts	2.68
disk	disks	3.39
disk	disking	0.00
disk	disked	0.00
disked	disk	4.01
disked	disks	3.39
disked	disking	0.00
diskette	diskettes	1.69
disking	disk	4.01
disking	disks	3.39
disking	disked	0.00
disks	disk	4.01
disks	disking	0.00
disks	disked	0.00
dismissed	dismiss	3.85
dismissed	dismissing	3.39
dismissed	dismisses	3.10
disorder	disorders	4.14
disorder	disordered	2.98
disorder	disordering	1.13
displayed	display	4.63
displayed	displays	4.07
displayed	displaying	3.68
disposal	disposals	2.78
disposals	disposal	4.00
disprove	disproved	2.72
disprove	disproven	2.23
disprove	disproving	2.22
disprove	disproves	2.18
disproved	disprove	2.93
disproved	disproven	2.23
disproved	disproving	2.22
disproved	disproves	2.18
disproven	disprove	2.93
disproven	disproved	2.72
disproven	disproving	2.22
disproven	disproves	2.18
disproves	disprove	2.93
disproves	disproved	2.72
disproves	disproven	2.23
disproves	disproving	2.22
disproving	disprove	2.93
disproving	disproved	2.72
disproving	disproven	2.23
disproving	disproves	2.18
dispute	disputes	3.96
dispute	disputed	3.76
dispute	disputing	2.89
dissed	dis	3.73
dissed	dissing	2.59
dissed	dises	0.00
dissing	dis	3.73
dissing	dissed	2.41
dissing	dises	0.00
distillery	distilleries	2.72
distract	distracted	3.88
distract	distracting	3.43
distract	distracts	2.81
distracted	distract	3.71
distracted	distracting	3.43
distracted	distracts	2.81
distracting	distracted	3.88
distracting	distract	3.71
distracting	distracts	2.81
distracts	distracted	3.88
distracts	distract	3.71
distracts	distracting	3.43
distress	distressed	3.57
distress	distressing	3.20
distress	distresses	2.07
distressed	distress	3.95
distressed	distressing	3.20
distressed	distresses	2.07
distresses	distress	3.95
distresses	distressed	3.57
distresses	distressing	3.20
distressing	distress	3.95
distressing	distressed	3.57
distressing	distresses	2.07
district	districts	4.31
disturbing	disturbed	3.80
disturbing	disturb	3.56
disturbing	disturbs	2.83
ditch	ditched	3.27
ditch	ditches	3.10
ditch	ditching	3.06
diva	dive	4.12
diva	divas	3.05
divas	dive	4.12
divas	diva	3.42
dive	diving	4.02
dive	dove	3.67
dive	diva	3.42
dive	dives	3.30
dive	divas	3.05
dive	dived	2.97
divine	divines	2.28
divine	divining	2.21
divine	divined	1.81
divvies	divvy	2.22
divvies	divvied	1.74
divvies	divvying	1.65
divvy	divvied	1.74
divvy	divvying	1.65
divvy	divvies	0.00
do	did	5.96
do	does	5.74
do	doing	5.60
do	done	5.58
doctor	doctors	4.55
doctor	doctored	2.73
doctor	doctoring	2.39
doctrine	doctrines	3.29
doctrines	doctrine	3.98
dodgers	dodger	3.26
doe	does	5.74
dog	dogs	4.77
dog	dogged	2.97
dog	dogging	2.68
doing	do	6.35
doing	did	5.96
doing	does	5.74
doing	done	5.58
doing	doings	2.79
dome	domes	3.00
dome	domed	2.85
dome	doming	1.67
domed	dome	3.90
domed	domes	3.00
domed	doming	1.67
domes	dome	3.90
domes	domed	2.85
domes	doming	1.67
domestic	domestics	2.23
domestics	domestic	4.69
doming	dome	3.90
doming	domes	3.00
doming	domed	2.85
don	dons	3.15
don	donned	2.80
don	donning	2.74
done	do	6.35
done	did	5.96
done	does	5.74
done	doing	5.60
doom	doomed	3.77
doom	dooms	2.16
doom	dooming	1.98
doomed	doom	3.81
doomed	dooms	2.16
doomed	dooming	1.98
dooms	doom	3.81
dooms	doomed	3.77
dooms	dooming	1.98
door	doors	4.54
doorman	doormen	2.05
doormen	doorman	2.79
doors	door	5.08
dorey	doreys	0.00
doreys	dorey	1.81
dories	dory	3.10
dory	dories	1.40
dos	doses	3.78
dosed	dose	4.20
dosed	doses	3.78
dosed	dosing	2.97
doses	dose	4.20
doses	dos	3.69
doses	dosing	2.97
doses	dosed	2.62
dosing	dose	4.20
dosing	doses	3.78
dosing	dosed	2.62
dosing	dosings	0.00
dot	dots	3.76
dot	dotted	3.41
dot	dotting	2.39
doubt	doubts	3.95
doubt	doubted	3.44
doubt	doubting	3.31
doubted	doubt	4.90
doubted	doubts	3.95
doubted	doubting	3.31
doubts	doubt	4.90
doubts	doubted	3.44
doubts	doubting	3.31
douche	douches	2.26
douche	douching	1.77
douche	douched	1.17
douched	douche	3.37
douched	douches	2.26
douched	douching	1.77
douches	douche	3.37
douches	douching	1.77
douches	douched	1.17
douching	douche	3.37
douching	douches	2.26
douching	douched	1.17
douching	douchings	0.00
douchings	douching	1.77
dove	dive	4.12
dove	diving	4.02
dove	dives	3.30
dove	doves	3.10
dove	dived	2.97
down	downs	3.93
down	downing	3.44
down	downed	3.30
downed	down	5.88
downed	downs	3.93
downed	downing	3.44
downing	down	5.88
downing	downs	3.93
downing	downed	3.30
downs	down	5.88
downs	downing	3.44
downs	downed	3.30
dozen	dozens	4.13
draft	drafted	3.91
draft	drafting	3.66
draft	drafts	3.58
drafted	draft	4.61
drafted	drafting	3.66
drafted	drafts	3.58
drafting	draft	4.61
drafting	drafted	3.91
drafting	drafts	3.58
drafts	draft	4.61
drafts	drafted	3.91
drafts	drafting	3.66
drag	dragged	4.00
drag	dragging	3.82
drag	drags	3.24
dragged	drag	4.29
dragged	dragging	3.82
dragged	drags	3.24
dragging	drag	4.29
dragging	dragged	4.00
dragging	drags	3.24
dragon	dragons	4.10
drags	drag	4.29
drags	dragged	4.00
drags	dragging	3.82
dram	drams	2.07
drams	dram	2.94
draw	drawing	4.58
draw	drawn	4.53
draw	drew	4.46
draw	draws	4.10
drawing	draw	4.81
drawing	drawn	4.53
drawing	drew	4.46
drawing	draws	4.10
drawing	drawings	4.04
drawl	drawling	1.80
drawl	drawled	1.70
drawl	drawls	1.64
drawled	drawl	2.48
drawled	drawling	1.80
drawled	drawls	1.64
drawling	drawl	2.48
drawling	drawled	1.70
drawling	drawls	1.64
drawls	drawl	2.48
drawls	drawling	1.80
drawls	drawled	1.70
drawn	draw	4.81
drawn	drawing	4.58
drawn	drew	4.46
drawn	draws	4.10
dread	dreaded	3.35
dread	dreading	2.99
dread	dreads	2.84
dream	dreams	4.59
dream	dreaming	3.94
dream	dreamed	3.75
dream	dreamt	3.33
dreamed	dream	4.91
dreamed	dreams	4.59
dreamed	dreaming	3.94
dreamed	dreamt	3.33
dreaming	dream	4.91
dreaming	dreams	4.59
dreaming	dreamed	3.75
dreaming	dreamt	3.33
dreams	dream	4.91
dreams	dreaming	3.94
dreams	dreamed	3.75
dreams	dreamt	3.33
dress	dressed	4.42
dress	dressing	4.17
dress	dresses	4.05
dressed	dress	4.76
dressed	dressing	4.17
dressed	dresses	4.05
dresser	dressers	2.52
dressers	dresser	3.36
dresses	dress	4.76
dresses	dressed	4.42
dresses	dressing	4.17
dressing	dress	4.76
dressing	dressed	4.42
dressing	dresses	4.05
dressing	dressings	2.95
dressings	dressing	4.17
drew	draw	4.81
drew	drawing	4.58
drew	drawn	4.53
drew	draws	4.10
dried	dry	4.74
dried	drying	3.74
dried	dries	3.20
dried	drier	3.19
dried	driest	2.77
drier	dry	4.74
drier	dried	4.04
drier	drying	3.74
drier	dries	3.20
drier	driest	2.77
drier	driers	1.73
driers	drier	3.19
dries	dry	4.74
dries	dried	4.04
dries	drying	3.74
dries	drier	3.19
dries	driest	2.77
driest	dry	4.74
driest	dried	4.04
driest	drying	3.74
driest	dries	3.20
driest	drier	3.19
drip	dripping	3.48
drip	drips	2.85
drip	dripped	2.56
dripped	drip	3.58
dripped	dripping	3.48
dripped	drips	2.85
drips	drip	3.58
drips	dripping	3.48
drips	dripped	2.56
drive	driving	4.90
drive	driven	4.54
drive	drove	4.36
drive	drives	4.28
driver	drivers	4.56
drivers	driver	4.75
drives	drive	5.13
drives	driving	4.90
drives	driven	4.54
drives	drove	4.36
driving	drive	5.13
driving	driven	4.54
driving	drove	4.36
driving	drives	4.28
drone	drones	3.78
drone	droning	2.53
drone	droned	1.95
droned	drone	4.00
droned	drones	3.78
droned	droning	2.53
droning	drone	4.00
droning	drones	3.78
droning	droned	1.95
drool	drooling	3.05
drool	drools	2.18
drool	drooled	2.15
drooled	drooling	3.05
drooled	drool	3.04
drooled	drools	2.18
drooling	drool	3.04
drooling	drools	2.18
drooling	drooled	2.15
drools	drooling	3.05
drools	drool	3.04
drools	drooled	2.15
droop	drooping	2.59
droop	drooped	1.91
droop	droops	1.66
drooped	drooping	2.59
drooped	droop	2.51
drooped	droops	1.66
drooping	droop	2.51
drooping	drooped	1.91
drooping	droops	1.66
droops	drooping	2.59
droops	droop	2.51
droops	drooped	1.91
drove	drive	5.13
drove	driving	4.90
drove	driven	4.54
drove	drives	4.28
drove	droves	2.93
drug	drugs	4.77
drug	drugged	3.24
drug	drugging	2.61
drugged	drug	4.87
drugged	drugs	4.77
drugged	drugging	2.61
drugging	drug	4.87
drugging	drugs	4.77
drugging	drugged	3.24
drugs	drug	4.87
drugs	drugged	3.24
drugs	drugging	2.61
drum	drums	3.93
drum	drumming	3.22
drum	drummed	2.52
drummed	drum	4.11
drummed	drums	3.93
drummed	drumming	3.22
drumming	drum	4.11
drumming	drums	3.93
drumming	drummed	2.52
dry	dried	4.04
dry	drying	3.74
dry	dries	3.20
dry	drier	3.19
dry	driest	2.77
drying	dry	4.74
drying	dried	4.04
drying	dries	3.20
drying	drier	3.19
drying	driest	2.77
dude	dudes	3.95
dudes	dude	4.81
dug	dig	4.22
dug	digging	3.99
dug	digs	3.38
dumb	dumbest	3.38
dumb	dumber	3.14
dumber	dumb	4.54
dumber	dumbest	3.38
dummy	dummies	3.23
duplex	duplexes	2.16
duplex	duplexing	1.33
duplex	duplexed	0.00
duplex	duplices	0.00
duplexed	duplex	3.13
duplexed	duplexes	2.16
duplexed	duplexing	1.33
duplexed	duplices	0.00
duplexes	duplex	3.13
duplexes	duplexing	1.33
duplexes	duplexed	0.00
duplexes	duplices	0.00
duplexing	duplex	3.13
duplexing	duplexes	2.16
duplexing	duplices	0.00
duplexing	duplexed	0.00
dustier	dusty	3.67
dustier	dustiest	1.08
dustiest	dusty	3.67
dustiest	dustier	1.32
dusty	dustier	1.32
dusty	dustiest	1.08
duties	duty	4.71
duty	duties	4.32
dynasties	dynasty	3.87
dynasty	dynasties	2.97
dyslexia	dyslexias	0.00
dyslexias	dyslexia	3.02
dyspepsia	dyspepsiae	0.00
dyspepsia	dyspepsias	0.00
dyspepsiae	dyspepsia	2.07
dyspepsiae	dyspepsias	0.00
dyspepsias	dyspepsia	2.07
dyspepsias	dyspepsiae	0.00
ear	ears	4.36
ear	eared	2.84
ear	earing	1.85
earl	earls	2.87
ease	eased	3.25
ease	easing	3.25
ease	eases	2.93
eased	ease	4.34
eased	easing	3.25
eased	eases	2.93
easel	easels	1.87
easels	easel	2.68
eases	ease	4.34
eases	eased	3.25
eases	easing	3.25
easier	easy	5.29
easier	easiest	3.92
easiest	easy	5.29
easiest	easier	4.76
easing	ease	4.34
easing	eased	3.25
easing	eases	2.93
easy	easier	4.76
easy	easiest	3.92
eat	eating	4.85
eat	ate	4.34
eat	eaten	4.13
eat	eats	3.95
echo	echoes	3.59
echo	echoed	3.40
echo	echoing	3.37
echo	echos	2.39
echoed	echo	4.04
echoed	echoes	3.59
echoed	echoing	3.37
echoed	echos	2.39
echoes	echo	4.04
echoes	echoed	3.40
echoes	echoing	3.37
echoes	echos	2.39
echoing	echo	4.04
echoing	echoes	3.59
echoing	echoed	3.40
echoing	echos	2.39
echos	echo	4.04
echos	echoes	3.59
echos	echoed	3.40
echos	echoing	3.37
eclectic	eclectics	1.30
eclectics	eclectic	3.37
ecstasies	ecstasy	3.48
ecstasy	ecstasies	1.77
eddies	eddy	3.47
eddies	eddying	1.01
eddies	eddied	0.00
edge	edges	4.09
edge	edged	3.55
edge	edging	3.15
edged	edge	4.74
edged	edges	4.09
edged	edging	3.15
edges	edge	4.74
edges	edged	3.55
edges	edging	3.15
edging	edge	4.74
edging	edges	4.09
edging	edged	3.55
edit	edited	4.31
edit	editing	4.27
edit	edits	3.44
edited	edit	4.30
edited	editing	4.27
edited	edits	3.44
editing	edited	4.31
editing	edit	4.30
editing	edits	3.44
effect	effects	4.89
effect	effected	3.31
effect	effecting	2.87
effected	effect	5.02
effected	effects	4.89
effected	effecting	2.87
effecting	effect	5.02
effecting	effects	4.89
effecting	effected	3.31
effects	effect	5.02
effects	effected	3.31
effects	effecting	2.87
effort	efforts	4.77
efforts	effort	4.92
eighties	eighty	3.75
eighty	eighties	3.22
elder	old	5.75
elder	older	4.92
elder	oldest	4.24
elder	olds	3.98
elder	elders	3.76
elder	eldest	3.69
elderlies	elderly	4.15
elderly	elderlies	1.02
elders	elder	4.06
eldest	old	5.75
eldest	older	4.92
eldest	oldest	4.24
eldest	elder	4.06
eldest	olds	3.98
electrode	electrodes	3.29
electron	electrons	3.60
elf	elves	3.40
elite	elites	3.62
elites	elite	4.40
email	emails	4.24
email	emailed	3.51
email	emailing	3.07
emails	email	4.68
emails	emailed	3.51
emails	emailing	3.07
emperor	emperors	3.21
enclose	enclosed	3.74
enclose	enclosing	2.84
enclose	encloses	2.50
enclosed	enclosing	2.84
enclosed	enclose	2.77
enclosed	encloses	2.50
end	ended	4.92
end	ends	4.75
end	ending	4.68
endangered	endanger	3.23
endangered	endangering	3.08
endangered	endangers	2.60
ended	end	5.68
ended	ends	4.75
ended	ending	4.68
ending	end	5.68
ending	ended	4.92
ending	ends	4.75
ending	endings	3.54
endive	endives	1.39
endorsed	endorse	3.63
endorsed	endorsing	3.24
endorsed	endorses	3.02
ends	end	5.68
ends	ended	4.92
ends	ending	4.68
endure	enduring	3.67
endure	endured	3.58
endure	endures	2.98
enemies	enemy	4.70
enemy	enemies	4.40
energy	energies	3.54
enforce	enforced	3.79
enforce	enforcing	3.57
enforce	enforces	2.88
engine	engines	4.35
engineer	engineering	4.80
engineer	engineers	4.41
engineer	engineered	3.71
engineered	engineering	4.80
engineered	engineer	4.50
engineered	engineers	4.41
engineering	engineer	4.50
engineering	engineers	4.41
engineering	engineered	3.71
